2693968151981071411 [9, 1719, 3424, 5129, 6834, 8539]
5970606546771949851 [1148, 2853, 4558, 6263, 7968, 9673]
-3414029651122605085 [1149, 2854, 4559, 6264, 7969, 9674]
2428027070715131145 [1150, 2855, 4560, 6265, 7970, 9675]
-3749351542459698228 [1151, 2856, 4561, 6266, 7971, 9676]
2158840260604976574 [1152, 2857, 4562, 6267, 7972, 9677]
-2753624250782167305 [1153, 2858, 4563, 6268, 7973, 9678]
5100806182956476499 [1154, 2859, 4564, 6269, 7974, 9679]
6772313053035642861 [1155, 2860, 4565, 6270, 7975, 9680]
3485163006416458059 [1156, 2861, 4566, 6271, 7976, 9681]
-6843980504510831417 [1157, 2862, 4567, 6272, 7977, 9682]
-1905583578435523218 [1158, 2863, 4568, 6273, 7978, 9683]
4885800334302370009 [1159, 2864, 4569, 6274, 7979, 9684]
403794161518620094 [1160, 2865, 4570, 6275, 7980, 9685]
256558795065202405 [1161, 2866, 4571, 6276, 7981, 9686]
-2687420647374027951 [1162, 2867, 4572, 6277, 7982, 9687]
-454212376466401155 [1163, 2868, 4573, 6278, 7983, 9688]
5001056700409838536 [1164, 2869, 4574, 6279, 7984, 9689]
8321478427165585400 [1165, 2870, 4575, 6280, 7985, 9690]
-4722846760857086374 [1166, 2871, 4576, 6281, 7986, 9691]
-8249827026576951288 [1167, 2872, 4577, 6282, 7987, 9692]
-2451830497819308818 [1168, 2873, 4578, 6283, 7988, 9693]
5193289102944076416 [1169, 2874, 4579, 6284, 7989, 9694]
6386969955062543299 [1170, 2875, 4580, 6285, 7990, 9695]
-8057380517182823332 [1171, 2876, 4581, 6286, 7991, 9696]
4335029913821210932 [1172, 2877, 4582, 6287, 7992, 9697]
-5852876444537959409 [1173, 2878, 4583, 6288, 7993, 9698]
3018775366058106451 [1174, 2879, 4584, 6289, 7994, 9699]
6793507720006508916 [1175, 2880, 4585, 6290, 7995, 9700]
-3964132912106803279 [1176, 2881, 4586, 6291, 7996, 9701]
-5741202279638066635 [1177, 2882, 4587, 6292, 7997, 9702]
-2496296041171119611 [1178, 2883, 4588, 6293, 7998, 9703]
-6097935970584789650 [1179, 2884, 4589, 6294, 7999, 9704]
-5193124854339540051 [1180, 2885, 4590, 6295, 8000, 9705]
-4596855717611397969 [1181, 2886, 4591, 6296, 8001, 9706]
7007288097737835546 [1182, 2887, 4592, 6297, 8002, 9707]
-6748657903003816150 [1183, 2888, 4593, 6298, 8003, 9708]
925795311289763962 [1184, 2889, 4594, 6299, 8004, 9709]
-8637732720176553843 [1185, 2890, 4595, 6300, 8005, 9710]
-2416747303470679784 [1186, 2891, 4596, 6301, 8006, 9711]
625278716573957594 [1187, 2892, 4597, 6302, 8007, 9712]
6843379025907667550 [1188, 2893, 4598, 6303, 8008, 9713]
-1554851747155371925 [1189, 2894, 4599, 6304, 8009, 9714]
-8077234427227011224 [1190, 2895, 4600, 6305, 8010, 9715]
-1778183924307528652 [1191, 2896, 4601, 6306, 8011, 9716]
9012473459352835562 [1192, 2897, 4602, 6307, 8012, 9717]
-1153009232345009925 [1193, 2898, 4603, 6308, 8013, 9718]
-4293198260050735233 [1194, 2899, 4604, 6309, 8014, 9719]
-805230979546354340 [1195, 2900, 4605, 6310, 8015, 9720]
-5190308698479680660 [1196, 2901, 4606, 6311, 8016, 9721]
8879310792006120223 [1197, 2902, 4607, 6312, 8017, 9722]
2637713958676303094 [1198, 2903, 4608, 6313, 8018, 9723]
1305959311559086079 [1199, 2904, 4609, 6314, 8019, 9724]
7956513478324307815 [1200, 2905, 4610, 6315, 8020, 9725]
3828797000356456360 [1201, 2906, 4611, 6316, 8021, 9726]
-4733657287199344193 [1202, 2907, 4612, 6317, 8022, 9727]
-8779778473004122519 [1203, 2908, 4613, 6318, 8023, 9728]
-6904825356611413403 [1204, 2909, 4614, 6319, 8024, 9729]
-6177588154056412823 [1205, 2910, 4615, 6320, 8025, 9730]
-6056495166415073568 [1206, 2911, 4616, 6321, 8026, 9731]
-5544011692675159717 [1207, 2912, 4617, 6322, 8027, 9732]
-3518276909779179098 [1208, 2913, 4618, 6323, 8028, 9733]
5001247933403147683 [1209, 2914, 4619, 6324, 8029, 9734]
4781273275894817056 [1210, 2915, 4620, 6325, 8030, 9735]
-149954031806037421 [1211, 2916, 4621, 6326, 8031, 9736]
4947918517774609589 [1212, 2917, 4622, 6327, 8032, 9737]
1993919995442144072 [1213, 2918, 4623, 6328, 8033, 9738]
3705750142317146758 [1214, 2919, 4624, 6329, 8034, 9739]
8026735595675289245 [1215, 2920, 4625, 6330, 8035, 9740]
4789267618393642099 [1216, 2921, 4626, 6331, 8036, 9741]
60842188606877107 [1217, 2922, 4627, 6332, 8037, 9742]
-4693710355304015867 [1218, 2923, 4628, 6333, 8038, 9743]
6083993560036594889 [1219, 2924, 4629, 6334, 8039, 9744]
2894117412894939978 [1220, 2925, 4630, 6335, 8040, 9745]
8847667255647311076 [1221, 2926, 4631, 6336, 8041, 9746]
5785737367899555079 [1222, 2927, 4632, 6337, 8042, 9747]
6481771741750953532 [1223, 2928, 4633, 6338, 8043, 9748]
9129993568639324279 [1224, 2929, 4634, 6339, 8044, 9749]
-817921316821475938 [1225, 2930, 4635, 6340, 8045, 9750]
-2221516224962972807 [1226, 2931, 4636, 6341, 8046, 9751]
-1336287725119784244 [1227, 2932, 4637, 6342, 8047, 9752]
4851847134874273928 [1228, 2933, 4638, 6343, 8048, 9753]
8205867939471429516 [1229, 2934, 4639, 6344, 8049, 9754]
3461224733351140414 [1230, 2935, 4640, 6345, 8050, 9755]
6082594807143771665 [1231, 2936, 4641, 6346, 8051, 9756]
-1943983155707537752 [1232, 2937, 4642, 6347, 8052, 9757]
6804063081443118887 [1233, 2938, 4643, 6348, 8053, 9758]
-686054179681172471 [1234, 2939, 4644, 6349, 8054, 9759]
744185056792025690 [1235, 2940, 4645, 6350, 8055, 9760]
-7974919949829998282 [1236, 2941, 4646, 6351, 8056, 9761]
-3068049436311165612 [1237, 2942, 4647, 6352, 8057, 9762]
-808305967514484604 [1238, 2943, 4648, 6353, 8058, 9763]
8146657127631204396 [1239, 2944, 4649, 6354, 8059, 9764]
-9027374011468598722 [1240, 2945, 4650, 6355, 8060, 9765]
4439150909832176609 [1241, 2946, 4651, 6356, 8061, 9766]
-5868415356320277814 [1242, 2947, 4652, 6357, 8062, 9767]
-6830978571316236733 [1243, 2948, 4653, 6358, 8063, 9768]
-6684094437070570783 [1244, 2949, 4654, 6359, 8064, 9769]
2906949358737978025 [1245, 2950, 4655, 6360, 8065, 9770]
-583110286554956609 [1246, 2951, 4656, 6361, 8066, 9771]
8605940618314576831 [1247, 2952, 4657, 6362, 8067, 9772]
6445778662615526039 [1248, 2953, 4658, 6363, 8068, 9773]
5446833258680273883 [1249, 2954, 4659, 6364, 8069, 9774]
-7971315598719814022 [1250, 2955, 4660, 6365, 8070, 9775]
6989781935268639228 [1251, 2956, 4661, 6366, 8071, 9776]
-734460650847748709 [1252, 2957, 4662, 6367, 8072, 9777]
-2316179737244339650 [1253, 2958, 4663, 6368, 8073, 9778]
4179270308680938035 [1254, 2959, 4664, 6369, 8074, 9779]
-7987151427783939662 [1255, 2960, 4665, 6370, 8075, 9780]
1127181182970225194 [1256, 2961, 4666, 6371, 8076, 9781]
8846792717275611530 [1257, 2962, 4667, 6372, 8077, 9782]
-8915958765699325042 [1258, 2963, 4668, 6373, 8078, 9783]
-6347208389061543255 [1259, 2964, 4669, 6374, 8079, 9784]
-7636317284501814086 [1260, 2965, 4670, 6375, 8080, 9785]
-5166329144817644846 [1261, 2966, 4671, 6376, 8081, 9786]
6239684704150094196 [1262, 2967, 4672, 6377, 8082, 9787]
8321324979408793486 [1263, 2968, 4673, 6378, 8083, 9788]
-4758826439898830826 [1264, 2969, 4674, 6379, 8084, 9789]
3087782416849933861 [1265, 2970, 4675, 6380, 8085, 9790]
3371751349688602521 [1266, 2971, 4676, 6381, 8086, 9791]
7959855818576811617 [1267, 2972, 4677, 6382, 8087, 9792]
-3049637793776211171 [1268, 2973, 4678, 6383, 8088, 9793]
-2952111500302949367 [1269, 2974, 4679, 6384, 8089, 9794]
146342721795895072 [1270, 2975, 4680, 6385, 8090, 9795]
-4852176275505058640 [1271, 2976, 4681, 6386, 8091, 9796]
-1186747080137480407 [1272, 2977, 4682, 6387, 8092, 9797]
-641958746125867440 [1273, 2978, 4683, 6388, 8093, 9798]
1387038385956063086 [1274, 2979, 4684, 6389, 8094, 9799]
3781806495256022888 [1275, 2980, 4685, 6390, 8095, 9800]
4941223233275490345 [1276, 2981, 4686, 6391, 8096, 9801]
8013728534216565850 [1277, 2982, 4687, 6392, 8097, 9802]
-3608175987940871144 [1278, 2983, 4688, 6393, 8098, 9803]
6628748316212857207 [1279, 2984, 4689, 6394, 8099, 9804]
-6291288927658065127 [1280, 2985, 4690, 6395, 8100, 9805]
2652656582385594254 [1281, 2986, 4691, 6396, 8101, 9806]
1564871367460081495 [1282, 2987, 4692, 6397, 8102, 9807]
7070407288315808030 [1283, 2988, 4693, 6398, 8103, 9808]
-7451662860261239176 [1284, 2989, 4694, 6399, 8104, 9809]
7802077461526639669 [1285, 2990, 4695, 6400, 8105, 9810]
-9218137573575375606 [1286, 2991, 4696, 6401, 8106, 9811]
-7056868161105519285 [1287, 2992, 4697, 6402, 8107, 9812]
-1910257181585965177 [1288, 2993, 4698, 6403, 8108, 9813]
-5147525026951385211 [1289, 2994, 4699, 6404, 8109, 9814]
2590672511906813819 [1290, 2995, 4700, 6405, 8110, 9815]
1880265669701070068 [1291, 2996, 4701, 6406, 8111, 9816]
-7212088699988093031 [1292, 2997, 4702, 6407, 8112, 9817]
1144451549431239276 [1293, 2998, 4703, 6408, 8113, 9818]
3580859536319657332 [1294, 2999, 4704, 6409, 8114, 9819]
1696722732852240465 [1295, 3000, 4705, 6410, 8115, 9820]
-8152682452119911822 [1296, 3001, 4706, 6411, 8116, 9821]
-1085905940870030947 [1297, 3002, 4707, 6412, 8117, 9822]
3773823304856756707 [1298, 3003, 4708, 6413, 8118, 9823]
1037757161093074511 [1299, 3004, 4709, 6414, 8119, 9824]
-6120735637390326631 [1300, 3005, 4710, 6415, 8120, 9825]
2250070538385389569 [1301, 3006, 4711, 6416, 8121, 9826]
-8639764582808299586 [1302, 3007, 4712, 6417, 8122, 9827]
3808606321361324976 [1303, 3008, 4713, 6418, 8123, 9828]
-8357007841145985991 [1304, 3009, 4714, 6419, 8124, 9829]
-7657191850331807116 [1305, 3010, 4715, 6420, 8125, 9830]
-357182236653089705 [1306, 3011, 4716, 6421, 8126, 9831]
-2395915227321185267 [1307, 3012, 4717, 6422, 8127, 9832]
-1342962457371053189 [1308, 3013, 4718, 6423, 8128, 9833]
7986828589424889569 [1309, 3014, 4719, 6424, 8129, 9834]
-7285640961284452896 [1310, 3015, 4720, 6425, 8130, 9835]
2631436488906842864 [1311, 3016, 4721, 6426, 8131, 9836]
5016727840619429965 [1312, 3017, 4722, 6427, 8132, 9837]
-7749816574837528785 [1313, 3018, 4723, 6428, 8133, 9838]
3382135627574970152 [1314, 3019, 4724, 6429, 8134, 9839]
-197751441862256080 [1315, 3020, 4725, 6430, 8135, 9840]
-5631901808570881945 [1316, 3021, 4726, 6431, 8136, 9841]
-5531477844035611987 [1317, 3022, 4727, 6432, 8137, 9842]
-8715359050169351301 [1318, 3023, 4728, 6433, 8138, 9843]
-7044723050371260430 [1319, 3024, 4729, 6434, 8139, 9844]
-1452813155575485313 [1320, 3025, 4730, 6435, 8140, 9845]
5340786656440573174 [1321, 3026, 4731, 6436, 8141, 9846]
4597804949693621336 [1322, 3027, 4732, 6437, 8142, 9847]
5607204376216565767 [1323, 3028, 4733, 6438, 8143, 9848]
-4303663564719921009 [1324, 3029, 4734, 6439, 8144, 9849]
3761607123755809076 [1325, 3030, 4735, 6440, 8145, 9850]
2025946991905561248 [1326, 3031, 4736, 6441, 8146, 9851]
-827828295978062658 [1327, 3032, 4737, 6442, 8147, 9852]
-7212781265717898545 [1328, 3033, 4738, 6443, 8148, 9853]
-809493694111793777 [1329, 3034, 4739, 6444, 8149, 9854]
3432298557878084178 [1330, 3035, 4740, 6445, 8150, 9855]
4186012854176132945 [1331, 3036, 4741, 6446, 8151, 9856]
-5780784048587096730 [1332, 3037, 4742, 6447, 8152, 9857]
7957298188721285295 [1333, 3038, 4743, 6448, 8153, 9858]
-6663127951074855233 [1334, 3039, 4744, 6449, 8154, 9859]
-4107993937140204931 [1335, 3040, 4745, 6450, 8155, 9860]
5521647198156295467 [1336, 3041, 4746, 6451, 8156, 9861]
-1182837148053918318 [1337, 3042, 4747, 6452, 8157, 9862]
4483452428816550235 [1338, 3043, 4748, 6453, 8158, 9863]
-4417178295975170888 [1339, 3044, 4749, 6454, 8159, 9864]
6810108229374743191 [1340, 3045, 4750, 6455, 8160, 9865]
-7728080603881399484 [1341, 3046, 4751, 6456, 8161, 9866]
5356260153446356422 [1342, 3047, 4752, 6457, 8162, 9867]
696074414668928984 [1343, 3048, 4753, 6458, 8163, 9868]
723723221831586041 [1344, 3049, 4754, 6459, 8164, 9869]
1054784949436555650 [1345, 3050, 4755, 6460, 8165, 9870]
-8799461476786387779 [1346, 3051, 4756, 6461, 8166, 9871]
-8922110363909086284 [1347, 3052, 4757, 6462, 8167, 9872]
4375974093986339836 [1348, 3053, 4758, 6463, 8168, 9873]
6480502147050909675 [1349, 3054, 4759, 6464, 8169, 9874]
-2909883289493868368 [1350, 3055, 4760, 6465, 8170, 9875]
7639925103006379320 [1351, 3056, 4761, 6466, 8171, 9876]
2719969099317318232 [1352, 3057, 4762, 6467, 8172, 9877]
-174590768112336945 [1353, 3058, 4763, 6468, 8173, 9878]
-8571146254573282792 [1354, 3059, 4764, 6469, 8174, 9879]
-434072709762663175 [1355, 3060, 4765, 6470, 8175, 9880]
7423056467359936004 [1356, 3061, 4766, 6471, 8176, 9881]
-8659988176750587594 [1357, 3062, 4767, 6472, 8177, 9882]
-4352665029168615915 [1358, 3063, 4768, 6473, 8178, 9883]
-6105878665050929394 [1359, 3064, 4769, 6474, 8179, 9884]
-136557037668124176 [1360, 3065, 4770, 6475, 8180, 9885]
-8783992605828585134 [1361, 3066, 4771, 6476, 8181, 9886]
9040384126746111164 [1362, 3067, 4772, 6477, 8182, 9887]
2354773060671869015 [1363, 3068, 4773, 6478, 8183, 9888]
-1976116745891725651 [1364, 3069, 4774, 6479, 8184, 9889]
134910614083944414 [1365, 3070, 4775, 6480, 8185, 9890]
-6421946293942399375 [1366, 3071, 4776, 6481, 8186, 9891]
3312188763446683034 [1367, 3072, 4777, 6482, 8187, 9892]
-975782316087240426 [1368, 3073, 4778, 6483, 8188, 9893]
-8343621891392308410 [1369, 3074, 4779, 6484, 8189, 9894]
-7436480628971180989 [1370, 3075, 4780, 6485, 8190, 9895]
8669195732748085259 [1371, 3076, 4781, 6486, 8191, 9896]
-3131836530071859688 [1372, 3077, 4782, 6487, 8192, 9897]
-3989021231222308728 [1373, 3078, 4783, 6488, 8193, 9898]
-4890955475951416607 [1374, 3079, 4784, 6489, 8194, 9899]
7693952556008776646 [1375, 3080, 4785, 6490, 8195, 9900]
-1921294640932518360 [1376, 3081, 4786, 6491, 8196, 9901]
1915187631516896144 [1377, 3082, 4787, 6492, 8197, 9902]
4908783729543223563 [1378, 3083, 4788, 6493, 8198, 9903]
1049505015978634164 [1379, 3084, 4789, 6494, 8199, 9904]
1294962782360256233 [1380, 3085, 4790, 6495, 8200, 9905]
-7668802677827470510 [1381, 3086, 4791, 6496, 8201, 9906]
7268848859167884216 [1382, 3087, 4792, 6497, 8202, 9907]
-8694665004719870187 [1383, 3088, 4793, 6498, 8203, 9908]
-1927455356615634283 [1384, 3089, 4794, 6499, 8204, 9909]
-1742741422611049436 [1385, 3090, 4795, 6500, 8205, 9910]
7122504424940305242 [1386, 3091, 4796, 6501, 8206, 9911]
5083037053256403470 [1387, 3092, 4797, 6502, 8207, 9912]
9147016467159900468 [1388, 3093, 4798, 6503, 8208, 9913]
-367053867519440061 [1389, 3094, 4799, 6504, 8209, 9914]
-5687805299304056267 [1390, 3095, 4800, 6505, 8210, 9915]
2824921282228540116 [1391, 3096, 4801, 6506, 8211, 9916]
5139437762048372133 [1392, 3097, 4802, 6507, 8212, 9917]
-7243098032196069658 [1393, 3098, 4803, 6508, 8213, 9918]
-4089824058282818151 [1394, 3099, 4804, 6509, 8214, 9919]
8472346931440037749 [1395, 3100, 4805, 6510, 8215, 9920]
1227412100920889959 [1396, 3101, 4806, 6511, 8216, 9921]
-8143836785285961949 [1397, 3102, 4807, 6512, 8217, 9922]
4338403914205962079 [1398, 3103, 4808, 6513, 8218, 9923]
4679937176492967858 [1399, 3104, 4809, 6514, 8219, 9924]
3930070142226166199 [1400, 3105, 4810, 6515, 8220, 9925]
-8702900351435563090 [1401, 3106, 4811, 6516, 8221, 9926]
-216031510720661450 [1402, 3107, 4812, 6517, 8222, 9927]
-7505478560691219586 [1403, 3108, 4813, 6518, 8223, 9928]
1928614616497532342 [1404, 3109, 4814, 6519, 8224, 9929]
3910955904746098327 [1405, 3110, 4815, 6520, 8225, 9930]
-4714428287237488480 [1406, 3111, 4816, 6521, 8226, 9931]
5797762977131125543 [1407, 3112, 4817, 6522, 8227, 9932]
-5572669075939828690 [1408, 3113, 4818, 6523, 8228, 9933]
-3140227590501395343 [1409, 3114, 4819, 6524, 8229, 9934]
-2206615989636640239 [1410, 3115, 4820, 6525, 8230, 9935]
-4028907864284869546 [1411, 3116, 4821, 6526, 8231, 9936]
8917855867909758563 [1412, 3117, 4822, 6527, 8232, 9937]
664295741769319517 [1413, 3118, 4823, 6528, 8233, 9938]
6354490852569665973 [1414, 3119, 4824, 6529, 8234, 9939]
7224268599358574484 [1415, 3120, 4825, 6530, 8235, 9940]
7553555456013166236 [1416, 3121, 4826, 6531, 8236, 9941]
2862957475527579645 [1417, 3122, 4827, 6532, 8237, 9942]
-4516038814663399064 [1418, 3123, 4828, 6533, 8238, 9943]
-8506536308627876863 [1419, 3124, 4829, 6534, 8239, 9944]
3653451701900893235 [1420, 3125, 4830, 6535, 8240, 9945]
-3684199533417759494 [1421, 3126, 4831, 6536, 8241, 9946]
3933404898477816901 [1422, 3127, 4832, 6537, 8242, 9947]
-1622854700602786954 [1423, 3128, 4833, 6538, 8243, 9948]
-3188066013928065214 [1424, 3129, 4834, 6539, 8244, 9949]
-7976783505378791634 [1425, 3130, 4835, 6540, 8245, 9950]
-5845044537141944213 [1426, 3131, 4836, 6541, 8246, 9951]
3893443177034587568 [1427, 3132, 4837, 6542, 8247, 9952]
-6843876700372080571 [1428, 3133, 4838, 6543, 8248, 9953]
4542628573387383176 [1429, 3134, 4839, 6544, 8249, 9954]
402081487346133701 [1430, 3135, 4840, 6545, 8250, 9955]
-4727997891216172296 [1431, 3136, 4841, 6546, 8251, 9956]
8686745301308027511 [1432, 3137, 4842, 6547, 8252, 9957]
-7277197898346475345 [1433, 3138, 4843, 6548, 8253, 9958]
-5245628392716696772 [1434, 3139, 4844, 6549, 8254, 9959]
8433561219472552692 [1435, 3140, 4845, 6550, 8255, 9960]
-229687141505100466 [1436, 3141, 4846, 6551, 8256, 9961]
-9043973260780678304 [1437, 3142, 4847, 6552, 8257, 9962]
-384757462135894063 [1438, 3143, 4848, 6553, 8258, 9963]
-7041472129819413291 [1439, 3144, 4849, 6554, 8259, 9964]
7432112427235775618 [1440, 3145, 4850, 6555, 8260, 9965]
212063521577178869 [1441, 3146, 4851, 6556, 8261, 9966]
-7708370503674651919 [1442, 3147, 4852, 6557, 8262, 9967]
-4185207921640337186 [1443, 3148, 4853, 6558, 8263, 9968]
-5590889357494503748 [1444, 3149, 4854, 6559, 8264, 9969]
7501968394953158388 [1445, 3150, 4855, 6560, 8265, 9970]
7559952570959340793 [1446, 3151, 4856, 6561, 8266, 9971]
7754313077603755815 [1447, 3152, 4857, 6562, 8267, 9972]
6026988438499912804 [1448, 3153, 4858, 6563, 8268, 9973]
137896602238238592 [1449, 3154, 4859, 6564, 8269, 9974]
9175638104138708614 [1450, 3155, 4860, 6565, 8270, 9975]
-3483426020262947535 [1451, 3156, 4861, 6566, 8271, 9976]
-1630554947765861195 [1452, 3157, 4862, 6567, 8272, 9977]
4384242738750343669 [1453, 3158, 4863, 6568, 8273, 9978]
1116917363352429367 [1454, 3159, 4864, 6569, 8274, 9979]
572560296983382151 [1455, 3160, 4865, 6570, 8275, 9980]
-159293206914682100 [1456, 3161, 4866, 6571, 8276, 9981]
-6476303703564796895 [1457, 3162, 4867, 6572, 8277, 9982]
-2553829957787792901 [1458, 3163, 4868, 6573, 8278, 9983]
-8218331969603897344 [1459, 3164, 4869, 6574, 8279, 9984]
1911736834054276523 [1460, 3165, 4870, 6575, 8280, 9985]
3676746493121752719 [1461, 3166, 4871, 6576, 8281, 9986]
153247172187985373 [1462, 3167, 4872, 6577, 8282, 9987]
-72452553454314797 [1463, 3168, 4873, 6578, 8283, 9988]
4690326005635816535 [1464, 3169, 4874, 6579, 8284, 9989]
6492817478202198277 [1465, 3170, 4875, 6580, 8285, 9990]
-934279081006523144 [1466, 3171, 4876, 6581, 8286, 9991]
1424915431996174518 [1467, 3172, 4877, 6582, 8287, 9992]
8262733150785602576 [1468, 3173, 4878, 6583, 8288, 9993]
5787611977989864202 [1469, 3174, 4879, 6584, 8289, 9994]
5252836596238006701 [1470, 3175, 4880, 6585, 8290, 9995]
5930153123737163398 [1471, 3176, 4881, 6586, 8291, 9996]
-7561044111091310483 [1472, 3177, 4882, 6587, 8292, 9997]
2807205262865252111 [1473, 3178, 4883, 6588, 8293, 9998]
-4487470965134129171 [1474, 3179, 4884, 6589, 8294, 9999]
2266073281847211037 [1475, 3180, 4885, 6590, 8295]
-3048226690455521846 [1476, 3181, 4886, 6591, 8296]
-4280091431123415014 [1477, 3182, 4887, 6592, 8297]
-7561327816339240839 [1478, 3183, 4888, 6593, 8298]
-2320858702256497335 [1479, 3184, 4889, 6594, 8299]
7249369664180452240 [1480, 3185, 4890, 6595, 8300]
7597985420385883243 [1481, 3186, 4891, 6596, 8301]
-2435463709188297400 [1482, 3187, 4892, 6597, 8302]
-137536206277182415 [1483, 3188, 4893, 6598, 8303]
6606800496608067025 [1484, 3189, 4894, 6599, 8304]
-6142577350804235683 [1485, 3190, 4895, 6600, 8305]
4152651322480716949 [1486, 3191, 4896, 6601, 8306]
-8925068269112284023 [1487, 3192, 4897, 6602, 8307]
-8081536646804370235 [1488, 3193, 4898, 6603, 8308]
8312882857409135957 [1489, 3194, 4899, 6604, 8309]
7441919824604692441 [1490, 3195, 4900, 6605, 8310]
-5233740044919475552 [1491, 3196, 4901, 6606, 8311]
8907199303821522338 [1492, 3197, 4902, 6607, 8312]
3192301496413625741 [1493, 3198, 4903, 6608, 8313]
1742413874203118018 [1494, 3199, 4904, 6609, 8314]
3663894418297647067 [1495, 3200, 4905, 6610, 8315]
-86161975841836088 [1496, 3201, 4906, 6611, 8316]
-8164900363758576492 [1497, 3202, 4907, 6612, 8317]
-6944685945859669732 [1498, 3203, 4908, 6613, 8318]
-2496133430237506315 [1499, 3204, 4909, 6614, 8319]
-4463422202085913694 [1500, 3205, 4910, 6615, 8320]
-2844746910523838566 [1501, 3206, 4911, 6616, 8321]
3008107782686766934 [1502, 3207, 4912, 6617, 8322]
7206851044994136944 [1503, 3208, 4913, 6618, 8323]
-6489319656595890174 [1504, 3209, 4914, 6619, 8324]
7189875423728902493 [1505, 3210, 4915, 6620, 8325]
3955590629396477069 [1506, 3211, 4916, 6621, 8326]
-5955901289708966211 [1507, 3212, 4917, 6622, 8327]
1194669776675688847 [1508, 3213, 4918, 6623, 8328]
1060535419696674887 [1509, 3214, 4919, 6624, 8329]
7577396401124662538 [1510, 3215, 4920, 6625, 8330]
-8361609215058615881 [1511, 3216, 4921, 6626, 8331]
-8542509567575345246 [1512, 3217, 4922, 6627, 8332]
2567984136664435899 [1513, 3218, 4923, 6628, 8333]
-4607735519288177255 [1514, 3219, 4924, 6629, 8334]
-760290470087215864 [1515, 3220, 4925, 6630, 8335]
784441257446705495 [1516, 3221, 4926, 6631, 8336]
7957001701172230764 [1517, 3222, 4927, 6632, 8337]
-8061045658966351096 [1518, 3223, 4928, 6633, 8338]
7744824448654423927 [1519, 3224, 4929, 6634, 8339]
1233429083316868693 [1520, 3225, 4930, 6635, 8340]
-7451441957103098978 [1521, 3226, 4931, 6636, 8341]
-2239149151207808180 [1522, 3227, 4932, 6637, 8342]
8041839211673965862 [1523, 3228, 4933, 6638, 8343]
-4200914391778031996 [1524, 3229, 4934, 6639, 8344]
-6541253559148891497 [1525, 3230, 4935, 6640, 8345]
6636440531962504762 [1526, 3231, 4936, 6641, 8346]
5023424638038168203 [1527, 3232, 4937, 6642, 8347]
-5509191203627394233 [1528, 3233, 4938, 6643, 8348]
4230536958045666070 [1529, 3234, 4939, 6644, 8349]
-235723048810411564 [1530, 3235, 4940, 6645, 8350]
8152931949748574616 [1531, 3236, 4941, 6646, 8351]
6521294806290828964 [1532, 3237, 4942, 6647, 8352]
-6937926119273576211 [1533, 3238, 4943, 6648, 8353]
-8485594121931146216 [1534, 3239, 4944, 6649, 8354]
-7510617830924930121 [1535, 3240, 4945, 6650, 8355]
-2482158982310557435 [1536, 3241, 4946, 6651, 8356]
-3724608000726620443 [1537, 3242, 4947, 6652, 8357]
1203658762445458781 [1538, 3243, 4948, 6653, 8358]
1404426990494460118 [1539, 3244, 4949, 6654, 8359]
19641814897883949 [1540, 3245, 4950, 6655, 8360]
-6468783594542707348 [1541, 3246, 4951, 6656, 8361]
-7365106955923808881 [1542, 3247, 4952, 6657, 8362]
4294632583748066130 [1543, 3248, 4953, 6658, 8363]
5049950380898526892 [1544, 3249, 4954, 6659, 8364]
6028608065767672526 [1545, 3250, 4955, 6660, 8365]
3325147792855699502 [1546, 3251, 4956, 6661, 8366]
6237342893793894039 [1547, 3252, 4957, 6662, 8367]
-859824005779553536 [1548, 3253, 4958, 6663, 8368]
2744483295685692789 [1549, 3254, 4959, 6664, 8369]
-2894845087420024645 [1550, 3255, 4960, 6665, 8370]
-6166944948328648168 [1551, 3256, 4961, 6666, 8371]
4162315663885613375 [1552, 3257, 4962, 6667, 8372]
-4854880456450854985 [1553, 3258, 4963, 6668, 8373]
-2834665759547002223 [1554, 3259, 4964, 6669, 8374]
-4133310720702410215 [1555, 3260, 4965, 6670, 8375]
-5901267662284669676 [1556, 3261, 4966, 6671, 8376]
3248293672701291756 [1557, 3262, 4967, 6672, 8377]
1284386004589014042 [1558, 3263, 4968, 6673, 8378]
4239034256406154851 [1559, 3264, 4969, 6674, 8379]
-5234520127188432952 [1560, 3265, 4970, 6675, 8380]
5022878146294047795 [1561, 3266, 4971, 6676, 8381]
5413125459433799552 [1562, 3267, 4972, 6677, 8382]
3757677928895540210 [1563, 3268, 4973, 6678, 8383]
-7751131639591366018 [1564, 3269, 4974, 6679, 8384]
8680826801312522005 [1565, 3270, 4975, 6680, 8385]
7137694960820457133 [1566, 3271, 4976, 6681, 8386]
-3717093161599728069 [1567, 3272, 4977, 6682, 8387]
-294122765021025953 [1568, 3273, 4978, 6683, 8388]
-2544388085988306893 [1569, 3274, 4979, 6684, 8389]
-5477747757022603915 [1570, 3275, 4980, 6685, 8390]
6623764052074966326 [1571, 3276, 4981, 6686, 8391]
6462280966824553689 [1572, 3277, 4982, 6687, 8392]
1435742817418998873 [1573, 3278, 4983, 6688, 8393]
-7419411210574193303 [1574, 3279, 4984, 6689, 8394]
-3963160804131679310 [1575, 3280, 4985, 6690, 8395]
3300667306765959089 [1576, 3281, 4986, 6691, 8396]
1444162489512374440 [1577, 3282, 4987, 6692, 8397]
